CrashName,TimeStamp,Weather,RoadwaySurface,RoadwayCondition,Lighting
CR-0000080487,12/26/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080491,12/28/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080493,12/31/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079714,11/15/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079716,11/15/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000080465,12/14/19,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080467,12/14/19,Clear,Wet,No Unusual Conditions,Daylight
CR-0000080476,12/18/19,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080481,12/22/19,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000080483,12/23/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080485,12/25/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000079715,11/15/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079720,11/16/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079721,11/16/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079727,11/16/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080500,3/15/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079724,11/16/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079725,11/16/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079734,11/17/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079735,11/17/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079736,11/14/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034849,10/18/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034846,10/18/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000031333,5/9/11,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000032909,7/20/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034819,10/16/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080477,12/18/19,Clear,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080480,12/22/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000035191,10/28/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037380,3/16/12,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000032518,6/22/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000034646,10/15/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034636,10/14/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080490,12/28/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079729,11/16/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079730,11/17/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000034134,7/14/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000033050,7/27/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034865,10/23/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032932,7/21/11,Clear,Dry,Construction - Repair Zone,Daylight
CR-0000079740,11/18/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079741,11/18/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000035166,10/26/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034615,10/13/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000032974,7/18/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032817,7/10/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037497,4/12/12,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000035180,10/28/11,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000033123,7/29/11,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000080496,3/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080498,3/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080499,3/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080502,3/15/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000037488,4/6/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034524,10/11/11,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000044219,4/24/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080501,3/15/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080507,3/17/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080508,3/17/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080492,12/31/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080497,3/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080506,3/16/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080524,3/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080525,3/22/19,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079726,11/16/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079742,11/18/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080510,3/18/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080511,3/18/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080516,3/17/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049552,4/21/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049546,4/21/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044394,5/3/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079744,11/18/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079745,11/18/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079746,11/18/19,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079761,11/19/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000043985,4/11/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000049547,4/21/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000043982,4/11/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049539,4/20/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000049532,4/20/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049635,4/26/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000036343,1/24/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032743,7/6/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032825,7/10/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000033661,8/31/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000036139,11/5/11,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000036129,11/4/11,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000033886,9/12/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079749,11/18/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079756,11/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079767,11/19/19,Snow,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079768,11/19/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079772,11/20/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079706,11/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037438,3/17/12,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000034656,8/23/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034551,10/13/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044551,6/12/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044205,4/23/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044328,4/30/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000062856,8/28/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044933,6/4/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049657,4/27/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034750,7/1/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037405,4/8/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034790,10/21/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000032868,7/15/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000034705,6/29/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000034781,10/21/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000033704,9/3/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044084,4/17/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000044535,5/13/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080514,3/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080515,3/20/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080521,3/21/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034622,10/14/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000032713,7/5/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032807,7/9/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037504,4/12/12,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000035725,12/15/11,Rain,Wet,No Unusual Conditions,Daylight
CR-0000035723,12/15/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000049750,5/3/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079719,11/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079738,11/16/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079751,11/18/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079753,11/18/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079757,11/19/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000079758,11/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080522,3/21/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080523,3/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080527,3/23/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000036009,11/6/11,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000036149,11/5/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079759,11/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080504,3/16/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080509,3/17/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080512,3/18/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079731,11/17/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079732,11/17/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079733,11/17/19,Clear,Wet,No Unusual Conditions,Daylight
CR-0000079739,11/18/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079764,11/19/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079765,11/19/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079766,11/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079780,11/20/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079781,11/20/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079783,11/20/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000046535,9/20/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079747,11/18/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079748,11/18/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079754,11/18/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032960,7/17/11,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000032783,7/8/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032816,7/10/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000033697,9/2/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044312,4/28/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049682,4/29/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044917,6/5/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034517,10/11/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079773,11/20/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037467,3/18/12,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000044520,5/10/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049748,5/3/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000050280,5/5/14,Cloudy,Dry,Construction - Repair Zone,Daylight
CR-0000049630,4/26/14,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000037145,3/7/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032594,6/28/11,Rain,Wet,No Unusual Conditions,Daylight
CR-0000079762,11/19/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079763,11/19/19,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079769,11/19/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079776,11/20/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079787,11/21/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079805,11/22/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000036735,12/21/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000036721,12/20/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000035652,12/26/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000036707,12/19/11,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000035636,12/25/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000035623,12/24/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079809,11/22/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079814,11/22/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079820,11/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079826,11/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079829,11/23/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079830,11/23/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000049625,4/25/14,Rain,Wet,No Unusual Conditions,Daylight
CR-0000049650,4/27/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000033532,8/26/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032492,6/21/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032392,6/14/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034929,11/1/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034926,11/1/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034151,7/14/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032565,6/27/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000033566,8/28/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000032693,7/3/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000044017,4/13/13,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000044015,4/13/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044314,4/28/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000057196,8/29/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000062594,7/27/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079755,11/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079770,11/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079774,11/20/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079775,11/20/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079792,11/21/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079794,11/21/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079795,11/21/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079800,11/22/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079801,11/22/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079771,11/20/19,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079777,11/20/19,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000079778,11/20/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079779,11/20/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079782,11/20/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080513,3/18/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080517,3/20/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079802,11/22/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079810,11/22/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079815,11/22/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079811,11/22/19,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000079816,11/22/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079819,11/23/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000036246,1/13/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000035862,11/9/11,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000036722,12/20/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000036708,12/19/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000035673,12/28/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000033233,7/31/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000033223,7/31/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000033221,7/30/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000036797,12/14/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000036794,12/14/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032177,6/6/11,Cloudy,Dry,Construction - Repair Zone,Daylight
CR-0000032393,6/14/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000033187,8/3/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032242,6/10/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079823,11/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079822,11/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079827,11/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079828,11/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079832,11/23/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079843,11/24/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079848,11/25/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079850,11/25/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079851,11/25/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079855,11/25/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079859,11/26/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079864,11/26/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079872,11/26/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079873,11/26/19,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079877,11/27/19,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079878,11/27/19,Rain,Wet,No Unusual Conditions,Daylight
CR-0000079880,11/27/19,Rain,Wet,No Unusual Conditions,Daylight
CR-0000079881,11/27/19,Rain,Wet,No Unusual Conditions,Daylight
CR-0000079885,11/27/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079836,11/24/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079839,11/24/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079842,11/24/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079854,11/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079863,11/26/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000079867,11/26/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079868,11/26/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079889,11/28/19,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079892,11/28/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000079897,11/28/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079898,11/28/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079901,11/27/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079902,11/29/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079870,11/26/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079871,11/26/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079876,11/26/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079879,11/27/19,Rain,Wet,No Unusual Conditions,Daylight
CR-0000079884,11/27/19,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079890,11/28/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079891,11/28/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079895,11/28/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000079896,11/28/19,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079899,11/28/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000079900,11/28/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079414,10/22/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079825,3/3/20,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000049732,5/2/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044303,4/28/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000062614,7/20/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044583,6/2/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049604,4/25/14,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000031433,5/14/11,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000034501,10/9/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000033496,8/19/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000033464,8/17/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000033757,9/6/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079788,11/21/19,Clear,Wet,No Unusual Conditions,Daylight
CR-0000079789,11/21/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079813,11/22/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079817,11/23/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079818,11/23/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
